9,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,1,2,0,1,1,1,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,5,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0
10,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,3,1,3,0,0,1,1,3,0,0,2,0,0,1,0,0,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,1,3,0,1,2,0,0,0,2,2,2,1,0,2,3,0,2,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,1,0,0,0,0,2,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,9,2,1,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
11,0,0,1,0,1,1,0,0,0,0,0,0,1,1,3,2,1,1,1,0,0,0,1,3,0,0,1,1,1,1,0,0,0,3,2,1,2,1,0,0,1,0,0,0,0,0,0,1,2,0,5,1,1,0,1,0,1,1,1,0,2,0,1,0,0,0,0,1,2,0,0,0,1,2,1,0,0,2,0,1,1,0,1,0,3,1,0,1,1,0,0,3,1,2,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,8,1,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0
12,1,0,1,1,2,3,1,0,0,0,0,2,2,2,4,1,3,0,1,0,0,1,1,4,1,2,2,0,0,0,0,0,2,0,4,3,3,0,1,2,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,2,1,1,2,1,1,4,0,1,1,0,1,0,3,0,0,1,0,1,2,0,2,0,5,1,1,0,5,1,0,2,1,0,0,0,1,2,1,1,0,0,1,3,10,1,2,1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1
13,0,2,2,0,1,1,1,0,0,0,0,0,6,2,1,2,1,1,2,0,0,2,3,1,0,2,4,1,1,0,0,0,1,4,6,3,5,2,3,2,2,0,0,0,4,4,0,2,5,1,2,2,1,0,1,4,0,1,2,0,6,3,2,0,0,0,5,1,1,4,1,1,7,1,6,2,0,1,1,3,2,4,1,4,3,3,0,0,0,3,6,2,0,2,2,2,7,1,0,0,1,0,6,0,5,0,1,3,3,19,2,0,4,5,0,2,3,4,1,2,2,0,0,3,1,2,0,0,6,1,2
14,0,2,1,1,1,1,1,0,0,0,0,1,5,6,4,1,2,0,0,0,0,2,2,4,1,1,9,2,1,0,0,0,3,5,9,5,5,3,0,1,4,0,0,0,3,4,2,5,5,4,3,0,1,0,3,5,2,2,1,0,4,0,0,2,0,0,4,2,4,1,4,2,4,4,5,1,0,2,2,3,4,0,5,2,5,9,0,2,2,4,3,2,2,3,2,1,4,3,3,0,1,3,1,0,7,0,0,0,10,14,4,0,3,1,1,1,3,3,1,1,2,1,0,1,2,1,2,3,5,0,1
15,1,3,0,1,1,3,0,0,0,0,1,1,3,1,4,3,3,0,2,0,1,1,4,4,5,5,5,2,0,0,0,0,0,2,7,3,6,1,1,2,1,0,0,2,2,1,0,4,10,4,2,3,2,0,0,4,1,3,0,1,5,5,2,2,0,0,6,5,4,3,1,3,6,2,2,1,0,3,0,0,2,1,2,1,8,5,0,2,1,2,4,2,2,7,2,2,4,3,2,0,2,1,2,0,4,0,1,1,5,22,0,1,1,1,1,2,2,5,2,1,0,0,0,3,3,1,3,1,1,0,2
16,0,3,0,4,0,2,0,0,0,0,0,1,2,5,6,1,3,1,2,0,0,0,4,4,1,0,5,0,1,1,0,0,3,3,6,7,9,3,1,2,2,0,0,1,4,1,1,5,7,3,4,2,2,0,2,0,1,3,2,0,3,4,4,0,0,1,1,3,5,3,7,2,3,3,2,1,0,1,0,0,3,1,1,2,2,5,0,1,2,1,4,2,3,8,2,1,1,1,4,1,1,1,2,1,5,1,1,1,10,7,7,0,4,0,1,1,4,2,2,1,0,0,0,1,5,3,4,1,1,1,0
17,0,2,3,0,1,2,1,0,0,0,0,0,5,2,4,5,2,0,3,0,0,4,4,3,4,3,3,3,1,0,0,0,1,4,8,5,3,3,0,1,1,0,0,2,0,1,0,2,10,4,3,0,3,0,2,1,2,1,1,3,6,3,8,1,0,0,3,3,5,3,0,2,1,5,0,1,0,2,0,0,0,1,5,2,3,6,3,1,1,2,2,0,4,3,0,1,2,4,2,1,2,0,1,1,3,3,0,1,3,8,5,1,5,2,0,1,2,4,3,3,0,2,1,0,0,2,3,0,4,3,0
18,0,0,2,0,2,2,0,0,0,0,0,4,1,2,2,4,1,3,3,0,0,1,3,7,2,1,8,1,2,1,0,0,5,4,3,7,6,3,2,2,3,0,0,2,1,1,1,5,6,4,4,4,2,0,2,5,0,1,3,2,6,6,2,2,0,0,4,3,2,3,3,3,6,0,3,0,0,5,0,2,2,0,2,2,5,7,5,2,2,4,4,2,1,9,4,2,2,3,2,0,3,1,3,1,6,0,0,1,3,17,4,1,2,2,0,2,4,2,3,3,2,0,0,0,5,1,3,4,0,0,2
19,0,1,2,2,3,1,1,2,0,0,0,2,6,4,6,5,2,0,3,0,0,1,1,4,3,2,6,0,0,2,0,0,4,1,12,3,4,0,5,2,4,0,0,1,5,0,0,4,4,3,4,3,1,0,4,7,2,3,3,2,3,1,5,3,0,0,5,2,7,3,2,0,8,3,2,2,0,4,0,4,2,3,3,3,4,8,2,1,0,4,2,0,1,3,2,2,4,2,0,1,4,0,1,1,5,0,0,1,2,10,3,0,2,2,0,1,1,3,4,3,0,0,0,0,1,0,2,1,4,0,0
20,0,0,0,2,0,2,3,0,0,0,0,2,3,3,4,3,2,4,1,1,0,1,4,6,3,3,6,3,0,1,0,0,3,3,8,8,3,2,6,2,2,3,0,2,2,5,0,3,7,6,7,3,0,0,1,5,2,3,0,0,5,3,3,2,0,0,2,4,3,1,2,1,5,2,0,2,0,1,0,1,5,1,3,3,3,1,1,2,2,2,3,3,2,6,2,1,4,1,3,2,6,0,2,1,4,1,0,0,8,4,2,0,2,1,0,2,2,1,2,1,0,1,0,1,1,2,2,2,2,1,0
21,0,1,2,1,0,4,0,1,0,0,1,0,4,2,4,3,1,4,2,0,0,1,4,2,2,1,2,0,0,0,0,0,7,2,12,3,3,0,1,1,1,0,0,1,1,2,0,4,7,3,1,3,1,0,3,0,2,4,2,0,5,2,7,0,0,0,3,6,1,1,6,3,10,2,3,0,0,3,0,3,1,1,4,1,4,2,0,0,1,3,0,1,1,5,1,0,5,4,2,0,3,2,4,4,6,0,0,1,4,7,5,4,3,3,0,4,3,4,4,2,0,0,1,1,1,4,1,1,4,2,0
22,0,1,2,0,0,1,0,0,0,0,1,1,3,3,4,0,3,1,2,0,0,0,1,5,2,3,5,2,1,1,0,0,6,7,6,3,4,3,3,3,1,1,0,2,0,2,0,5,6,4,5,1,1,0,1,2,2,1,2,2,3,5,5,1,0,0,6,1,4,2,1,2,8,1,1,0,0,5,0,3,4,1,2,1,6,4,2,1,0,2,2,1,1,2,2,0,3,1,5,2,3,1,0,2,4,2,0,0,3,5,2,1,1,1,0,4,1,2,3,1,0,0,1,3,2,2,3,1,4,0,0
23,0,0,4,0,1,1,0,0,0,0,0,0,3,0,3,0,2,1,1,0,0,0,2,3,0,2,3,2,2,3,0,0,2,3,9,4,5,1,4,1,4,0,0,1,2,0,2,12,7,3,1,6,0,0,3,5,2,4,0,1,5,4,4,4,0,0,4,2,3,3,1,1,1,1,2,0,0,1,0,5,1,2,2,4,4,6,1,0,0,6,2,0,1,2,0,2,3,2,2,0,1,1,4,2,0,0,0,2,2,6,1,2,2,5,0,3,0,1,1,1,0,0,0,0,5,1,4,1,0,0,1
24,0,0,3,0,0,2,2,0,0,0,0,2,1,1,3,1,0,0,1,0,0,0,2,2,1,2,2,0,1,3,0,0,4,3,6,8,2,3,2,2,0,0,0,2,0,1,3,7,9,4,4,2,2,0,3,5,1,1,1,0,1,1,3,2,0,0,2,4,5,6,0,2,8,0,1,0,0,6,1,7,3,2,1,1,4,9,0,0,0,3,1,0,1,1,2,1,1,2,3,1,3,2,1,0,2,0,0,1,4,5,0,0,1,3,0,0,1,1,4,3,0,0,0,3,1,1,3,1,1,1,0
25,0,1,1,0,0,1,3,0,0,0,1,1,2,4,1,4,1,1,1,0,0,0,0,0,0,2,1,1,0,4,0,0,4,2,4,3,4,2,4,3,2,1,0,0,2,5,0,4,4,5,1,2,1,0,2,4,4,4,3,0,7,5,1,1,0,0,0,3,3,0,2,4,5,0,0,2,0,2,0,1,3,2,2,1,3,2,2,0,1,2,4,2,3,3,0,0,2,2,0,1,3,2,0,0,2,0,0,0,2,7,5,1,0,1,0,3,1,1,3,1,0,0,0,2,2,1,3,2,6,0,0
26,0,2,0,0,0,0,1,0,0,0,1,1,4,5,1,1,0,0,0,0,0,3,1,2,1,1,4,2,1,2,0,0,0,3,12,5,3,0,0,3,0,1,0,0,2,0,0,1,6,2,4,2,0,0,0,1,0,3,1,0,9,2,1,1,0,0,3,1,4,2,1,0,3,2,3,0,0,1,0,2,1,2,0,0,2,2,2,1,1,0,1,1,4,1,0,1,4,0,1,1,2,1,0,2,3,1,1,1,4,5,3,3,3,2,0,1,1,1,2,1,0,2,0,1,0,1,0,3,0,0,0
27,0,0,2,0,1,2,0,1,0,0,1,0,2,1,5,0,2,1,2,0,0,0,2,3,1,1,1,2,0,1,0,0,3,3,6,5,1,3,3,2,4,0,0,1,1,4,1,2,10,4,2,2,0,0,0,3,1,1,1,0,3,5,1,1,0,0,3,3,5,3,1,2,2,4,4,0,0,0,0,2,2,0,2,3,8,3,1,0,3,0,2,0,4,6,0,0,5,5,2,1,2,2,3,0,4,0,0,1,6,15,6,1,4,2,0,3,0,3,2,0,0,1,0,2,3,0,2,2,2,1,1
28,0,0,1,0,0,0,2,0,0,0,1,0,1,6,2,0,1,1,0,0,0,0,1,1,1,1,2,0,2,1,0,0,8,4,2,5,4,1,2,5,2,0,0,0,3,2,0,5,9,3,1,2,2,0,2,2,2,4,1,1,2,3,2,1,0,0,4,3,1,2,3,0,4,3,0,3,0,2,0,3,5,1,3,1,3,4,5,2,2,4,4,1,1,1,1,2,5,1,0,0,5,4,1,0,4,1,1,0,3,11,3,0,1,1,0,6,1,3,1,2,1,1,0,1,2,4,1,0,2,1,0
29,1,0,0,0,0,4,2,0,0,0,0,0,4,2,1,2,1,1,2,0,0,0,6,2,1,2,4,1,0,2,0,0,1,2,3,5,4,1,3,2,1,0,0,0,1,0,1,5,5,1,3,1,2,0,3,2,2,1,1,0,2,1,5,0,0,0,1,2,4,1,2,2,5,2,1,0,0,1,0,3,0,0,1,1,2,5,0,2,2,5,0,0,1,1,1,1,1,4,2,1,5,0,2,1,1,0,0,0,3,9,4,0,3,3,2,3,0,2,0,2,0,0,0,1,2,0,2,2,2,0,2
30,0,1,1,1,1,1,0,0,0,0,0,2,3,3,3,1,1,2,0,0,0,0,1,1,0,0,5,2,0,3,0,0,1,4,7,5,3,2,1,1,0,0,0,0,1,0,1,3,4,4,3,2,2,0,1,0,2,3,1,0,7,3,2,1,0,0,1,1,3,2,0,0,5,1,0,1,0,1,0,1,3,0,3,1,2,1,2,0,3,5,4,4,1,2,2,0,2,3,1,0,2,1,1,2,3,0,0,0,3,5,2,0,0,1,1,4,1,0,0,0,2,0,0,1,2,0,2,3,4,0,2
31,1,0,0,1,0,1,1,0,0,0,1,1,2,2,1,2,1,1,0,0,0,1,0,4,1,0,1,1,0,1,0,0,5,1,4,3,3,1,1,3,3,0,0,0,1,5,2,6,2,5,5,1,0,0,1,1,0,4,0,1,6,4,0,3,0,0,2,3,1,0,2,1,6,2,1,1,0,2,0,4,1,1,2,3,2,0,3,1,1,2,2,1,2,3,0,0,3,2,3,1,4,0,0,1,2,1,0,0,2,5,2,0,0,0,0,0,2,4,1,2,0,0,0,1,0,3,4,3,2,0,2
32,0,0,3,0,0,0,1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,3,2,0,2,2,1,0,1,0,0,1,3,10,3,3,0,0,6,0,0,0,0,0,0,0,3,4,3,3,1,2,0,1,1,0,3,1,0,1,2,2,0,0,0,2,0,1,0,1,4,2,0,1,1,1,2,0,2,0,0,1,0,3,4,0,0,0,6,2,1,0,2,1,1,2,2,1,0,2,2,0,0,0,1,1,0,5,14,3,1,1,1,0,1,0,1,0,2,0,0,1,1,0,0,3,0,1,0,2
33,0,0,1,0,0,1,0,2,0,0,0,0,2,2,1,0,0,1,1,0,0,0,2,0,0,3,1,0,0,1,0,0,2,0,4,4,4,2,3,1,0,0,0,0,2,2,1,6,7,5,1,0,1,0,2,4,0,2,0,0,4,4,1,2,0,0,0,2,3,2,1,1,3,3,3,1,1,1,0,1,1,1,0,2,6,0,4,0,2,1,1,0,0,1,0,2,2,1,3,1,2,3,1,0,4,0,0,3,3,5,2,0,2,1,1,1,0,0,1,2,0,0,1,2,3,1,1,1,1,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,1,0,0,1,1,1,1,1,7,0,0,2,0,0,3,2,7,4,4,3,2,0,4,0,0,1,1,0,0,7,3,13,2,1,0,0,1,6,0,3,2,1,4,1,2,5,0,0,0,0,1,3,2,3,4,0,3,2,0,1,0,3,5,1,2,0,1,4,4,1,2,0,3,3,3,3,2,0,2,1,0,2,3,1,0,2,6,0,1,0,4,8,1,1,1,1,0,2,2,3,2,3,1,0,0,1,0,0,4,1,2,0,1
35,0,0,0,0,0,1,0,0,0,0,0,0,3,4,6,0,1,2,1,1,0,3,2,3,2,0,2,0,0,1,0,0,6,2,4,8,4,2,3,4,2,0,0,2,2,0,0,5,6,6,4,3,5,0,2,6,8,4,0,1,8,4,2,3,0,0,5,4,6,1,1,0,9,1,4,2,0,2,1,14,7,1,1,1,2,8,0,1,1,3,2,3,3,2,0,0,8,0,2,1,4,1,1,1,6,1,0,3,3,12,4,0,2,1,0,1,0,0,3,0,0,1,0,0,2,2,3,0,2,2,1
36,0,1,2,1,0,0,0,0,0,0,0,0,4,1,3,3,1,2,0,0,0,0,1,6,1,2,8,3,1,2,0,0,3,4,8,6,2,0,2,2,3,0,0,1,0,3,1,5,10,4,6,4,2,0,2,4,1,0,2,2,7,9,4,1,0,0,2,5,3,5,4,1,8,4,4,2,0,3,0,3,4,3,2,2,4,4,0,1,1,1,6,3,1,3,2,1,2,3,0,1,7,0,2,1,10,1,0,1,8,5,5,2,4,1,0,2,3,1,1,4,0,0,0,1,4,0,1,5,3,0,1
37,0,0,0,1,1,0,0,0,0,0,1,1,4,3,1,2,1,1,1,0,0,1,3,5,0,2,7,1,1,0,0,0,1,2,17,7,4,4,5,5,5,0,0,0,2,3,1,7,4,4,4,0,3,0,4,3,3,2,2,1,6,7,4,1,0,0,1,7,6,3,6,1,7,3,0,0,0,5,0,7,2,4,2,3,7,8,1,1,1,4,5,3,2,6,2,4,5,7,3,1,4,1,5,0,1,2,0,0,5,5,3,2,2,2,0,1,1,0,4,5,0,0,0,3,3,0,3,1,3,0,2
38,0,0,2,0,0,0,0,1,0,0,0,2,1,7,4,1,0,0,3,1,0,1,3,4,1,4,5,1,2,2,0,0,4,6,9,5,6,4,4,7,2,1,0,0,2,2,1,4,11,12,7,2,2,0,3,4,3,5,4,0,9,6,3,0,0,0,2,6,7,5,7,3,12,4,4,4,0,1,0,6,2,1,2,1,1,5,6,1,1,5,3,3,3,6,3,1,3,4,1,0,4,0,1,0,1,2,0,0,5,12,4,0,5,0,0,4,1,1,1,1,0,1,0,1,2,2,6,1,6,0,0
39,0,2,2,0,0,3,1,0,0,0,0,1,4,6,6,2,0,3,0,0,0,2,1,1,0,4,2,4,1,7,0,0,3,2,7,4,6,1,4,4,2,1,0,0,0,0,0,10,11,7,5,3,3,0,2,3,2,3,0,2,6,5,5,3,0,0,1,5,8,0,5,6,11,2,2,2,0,1,0,2,4,1,3,1,5,5,3,1,0,2,4,2,3,5,0,0,2,6,1,3,10,2,2,3,7,1,0,3,3,10,6,1,0,2,2,5,2,3,0,2,1,0,1,2,2,0,2,4,1,1,1
40,0,1,0,0,0,2,1,0,0,0,0,1,1,5,1,1,3,1,3,1,0,2,3,5,3,4,2,4,1,2,0,0,2,2,5,3,3,4,2,4,5,1,0,1,1,2,0,10,7,2,8,2,2,0,3,2,1,2,5,0,3,3,4,1,0,0,1,2,9,1,3,1,10,0,2,5,0,4,0,4,2,1,0,2,0,6,4,0,1,5,2,0,2,3,1,0,4,1,3,2,4,2,2,1,4,1,0,0,3,8,3,1,1,0,1,2,4,3,1,1,0,0,0,2,5,2,4,2,0,0,2
41,0,1,3,0,0,0,0,0,0,0,0,0,3,1,2,1,2,1,1,0,0,0,5,3,0,2,6,3,2,7,0,0,2,2,11,3,4,2,1,5,5,1,0,0,0,2,1,5,10,6,7,3,5,0,1,0,0,4,1,1,6,5,1,4,0,0,5,6,6,2,6,2,11,3,2,0,0,1,0,1,2,3,2,0,11,12,1,0,1,0,1,1,2,4,3,0,4,4,0,0,2,2,2,1,3,0,0,0,5,6,3,1,0,2,0,2,0,2,0,1,0,1,1,3,5,2,5,2,5,2,0
42,0,1,1,1,0,4,0,0,0,0,1,2,5,5,1,2,1,1,1,0,0,0,3,6,1,1,7,1,2,4,0,0,2,2,7,3,2,2,2,5,0,2,0,1,1,6,1,3,11,6,4,0,1,0,1,2,2,2,2,0,4,7,1,2,0,0,1,4,2,0,1,3,9,3,3,1,0,0,0,1,3,2,2,0,9,7,2,2,1,2,5,0,6,3,2,1,5,3,0,1,3,3,3,3,4,0,0,1,2,9,4,1,1,1,1,3,0,3,5,0,0,0,1,0,3,3,4,2,4,0,2
43,0,1,1,0,0,2,0,0,0,0,0,1,3,5,7,1,0,0,0,0,0,0,4,3,1,0,7,0,3,2,0,0,1,2,9,3,5,5,3,3,1,0,0,2,0,2,1,3,9,5,4,3,1,0,1,3,3,1,1,1,6,6,5,1,0,0,0,2,8,1,2,1,11,3,1,0,0,4,0,1,5,2,2,0,4,6,2,1,1,3,3,2,4,3,4,2,2,7,2,0,2,3,2,3,3,1,1,2,1,10,7,2,0,3,0,1,0,2,3,4,0,1,0,2,5,0,1,3,4,0,2
44,0,0,2,0,0,0,1,0,0,0,0,1,4,4,2,0,1,0,3,0,0,0,4,5,2,4,4,2,1,2,0,0,3,5,2,8,6,1,6,4,3,0,0,0,2,1,2,2,6,9,6,2,5,0,0,3,2,3,0,2,8,3,3,2,0,0,1,1,4,3,5,1,4,2,2,1,0,3,0,3,1,2,4,1,6,3,1,0,0,1,3,0,3,2,2,3,8,5,1,1,5,1,2,2,4,0,0,1,3,4,4,0,4,0,0,2,1,5,3,2,0,0,1,4,3,1,2,1,4,1,0
45,0,1,2,0,1,1,0,0,0,0,0,1,5,6,5,1,2,0,2,0,0,0,2,6,1,1,11,0,0,6,0,0,1,0,6,13,6,4,5,2,2,0,0,0,0,0,0,3,4,6,7,0,1,0,1,2,1,3,0,0,6,3,6,2,1,0,0,2,5,2,1,4,8,1,1,2,0,3,0,3,5,4,2,1,7,1,1,1,2,3,2,2,6,6,1,0,3,2,3,0,3,0,0,3,5,1,0,2,4,20,5,0,2,2,0,3,1,1,1,2,1,1,0,0,2,0,1,3,2,1,1
46,0,0,2,3,5,3,2,0,0,0,0,0,4,7,3,5,0,1,1,0,1,1,6,3,2,4,6,4,0,3,0,0,0,3,5,5,3,3,1,4,5,0,0,1,0,5,0,6,9,8,6,3,4,0,0,2,1,4,1,0,3,4,2,7,0,0,1,2,5,1,3,1,2,1,1,0,0,2,0,2,1,0,3,0,4,10,1,1,1,1,4,0,2,2,2,1,3,1,2,0,2,2,1,1,5,1,0,0,4,20,6,3,0,2,0,3,2,0,2,1,0,0,0,3,1,0,3,2,3,0,1
47,0,0,4,1,1,3,1,0,0,0,0,2,2,3,5,5,2,0,1,0,0,3,0,3,0,1,10,2,0,2,0,0,1,1,9,1,5,4,0,1,5,3,0,1,1,4,0,4,5,11,5,4,3,0,1,2,1,3,2,1,9,7,4,1,0,0,1,1,3,0,2,2,6,0,2,1,0,4,0,2,6,1,5,1,5,4,3,0,3,3,5,3,2,3,2,0,3,2,0,0,2,4,0,1,4,1,0,2,2,12,5,2,0,3,0,3,1,2,2,1,0,0,1,5,1,2,1,3,0,0,1
48,1,1,0,0,0,2,0,0,0,0,0,1,2,7,5,0,3,1,2,0,0,1,1,4,0,1,7,3,1,3,0,0,3,2,5,7,3,2,3,7,9,1,0,1,0,1,0,1,6,1,9,2,3,0,1,3,1,1,1,1,5,2,4,3,0,0,0,3,7,0,1,1,4,2,2,1,0,1,1,5,4,0,2,2,3,7,0,0,8,1,4,2,1,0,1,1,4,3,1,0,2,2,7,4,2,1,0,0,2,10,3,2,0,1,0,1,0,3,1,0,0,0,0,5,1,0,4,0,2,1,0
49,0,0,1,0,0,0,1,0,0,0,0,1,2,4,1,2,2,0,1,0,0,2,7,3,1,4,8,1,2,1,0,0,2,1,6,1,3,0,6,6,8,2,0,0,1,1,0,5,6,2,6,2,1,0,1,2,3,1,2,1,4,4,2,2,0,0,0,2,6,0,2,2,6,1,2,2,0,5,0,2,0,2,3,2,3,4,2,0,1,3,5,2,1,5,1,1,3,2,0,0,3,2,2,5,3,0,0,0,2,8,2,3,1,0,0,1,1,1,1,0,1,0,0,0,1,1,2,1,2,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
